UserId,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore
273252,-380,169,13164.359999999999,1,2,1,121
273273,-388,424,38660.4,1,1,1,111
273294,-379,207,26777.46,1,1,1,111
273315,-336,334,26412.18,3,1,1,311
273336,-316,92,6411.66,3,2,2,322
273357,-382,2,1690.56,1,4,4,144
273378,-373,891,58614.72,1,1,1,111
273441,-385,256,21407.579999999998,1,1,1,111
273483,-325,76,5334.0599999999995,3,3,2,332
273546,-388,76,7862.4,1,3,2,132
273567,-276,50,55641.60000000001,3,3,1,331
273588,-367,87,5284.079999999998,2,2,2,222
273609,-359,20,10333.919999999998,2,4,2,242
273630,-378,197,6593.039999999999,1,1,2,112
273672,-337,137,7828.320000000001,3,2,2,322
273693,-32,22,1581.72,4,4,4,444
273714,-335,73,5282.5199999999995,3,3,2,332
273735,-316,52,7441.799999999998,3,3,2,332
273777,-251,94,7196.759999999998,3,2,2,322
273798,-309,53,7310.879999999999,3,3,2,332
273840,-381,84,5493.0599999999995,1,2,2,122
273903,-116,26,4284.0,4,4,3,443
273924,-98,66,4647.599999999999,4,3,3,433
273945,-290,36,2534.16,3,3,3,333
273966,-359,69,5178.719999999999,2,3,3,233
273987,-358,328,25577.82,2,1,1,211
274008,-375,263,14654.759999999998,1,1,1,111
274029,-325,27,5191.079999999999,3,4,3,343
274050,-375,789,47528.34,1,1,1,111
274092,-177,33,2678.0699999999997,4,3,3,433
274155,-311,148,9779.759999999998,3,2,2,322
274218,-365,15,2182.2299999999996,2,4,4,244
274239,-140,14,1356.7200000000003,4,4,4,444
274260,-136,29,2488.2,4,4,3,443
274281,-317,19,1929.8400000000001,3,4,4,344
274302,-198,21,2792.16,4,4,3,443
274344,-377,135,8921.849999999999,1,2,2,122
274365,-16,28,1707.7199999999998,4,4,4,444
274386,-365,94,3819.36,2,2,3,223
274407,-307,29,916.26,3,4,4,344
274428,-379,4,2856.0,1,4,3,143
274449,-389,815,35293.05,1,1,1,111
274470,-197,17,1814.4,4,4,4,444
274512,-123,14,1470.2399999999998,4,4,4,444
274575,-260,41,7116.48,3,3,2,332
274617,-388,218,6000.360000000001,1,1,2,112
274638,-386,700,103082.34,1,1,1,111
274659,-385,12,1825.2000000000003,1,4,4,144
274680,-210,12,484.5599999999999,4,4,4,444
274701,-378,1986,228721.38,1,1,1,111
274722,-263,136,28783.14,3,2,1,321
274743,-385,36,2518.92,1,3,3,133
274785,-232,43,3387.2399999999993,4,3,3,433
274869,-387,3529,473832.93,1,1,1,111
274890,-381,304,72743.88,1,1,1,111
274911,-361,38,2518.6800000000003,2,3,3,233
274932,-319,47,3708.2999999999997,3,3,3,333
274953,-114,308,63772.62,4,1,1,411
274974,-368,46,15397.920000000002,2,3,1,231
274995,-319,12,620.64,3,4,4,344
275037,-357,820,48136.2,2,1,1,211
275058,-388,1107,231769.8,1,1,1,111
275079,-290,2,1728.0,3,4,4,344
275121,-155,16,839.52,4,4,4,444
275142,-388,592,52188.06,1,1,1,111
275163,-350,16,2023.1999999999998,2,4,4,244
275184,-386,37,8859.599999999999,1,3,2,132
275226,-256,2,633.96,3,4,4,344
275247,-345,114,12392.4,2,2,2,222
275268,-17,20,2906.04,4,4,3,443
275289,-330,91,6338.16,3,2,2,322
275310,-358,279,12069.869999999999,2,1,2,212
275373,-389,391,98367.24,1,1,1,111
275415,-378,235,18612.839999999997,1,1,1,111
275436,-251,59,4022.4,3,3,3,333
275457,-368,147,7929.0,2,2,2,222
275478,-370,153,9744.330000000002,2,2,2,222
275520,-151,2,253.44,4,4,4,444
275541,-120,99,2341.0499999999997,4,2,4,424
275562,-295,107,7358.5199999999995,3,2,2,322
275604,-300,453,31284.3,3,1,1,311
275646,-385,267,16548.09,1,1,1,111
275667,-312,30,2149.92,3,4,4,344
275730,-295,4,530.88,3,4,4,344
275751,-366,84,8631.119999999999,2,2,2,222
275772,-128,6,640.4399999999999,4,4,4,444
275793,-116,14,910.26,4,4,4,444
275814,-304,194,14794.740000000002,3,1,1,311
275835,-193,2,25800.0,4,4,1,441
275856,-333,242,20628.300000000003,3,1,1,311
275877,-379,1361,29124.059999999998,1,1,1,111
275898,-367,121,7676.699999999999,2,2,2,222
275919,-373,329,41022.24,1,1,1,111
275940,-281,89,3421.8899999999994,3,2,3,323
275961,-305,259,19096.86,3,1,1,311
275982,-370,45,2496.7799999999997,2,3,3,233
276024,-57,6,919.68,4,4,4,444
276045,-350,12,5126.040000000001,2,4,3,243
276066,-363,34,1898.1599999999996,2,3,4,234
276087,-379,8,5909.76,1,4,2,142
276108,-360,620,29877.27,2,1,1,211
276129,-375,167,13564.559999999998,1,2,1,121
276171,-94,141,9985.2,4,2,2,422
276213,-384,28,3490.080000000001,1,4,3,143
276255,-356,165,7833.749999999999,2,2,2,222
276297,-340,172,14263.919999999998,2,2,1,221
276318,-295,154,9619.319999999998,3,2,2,322
276339,-381,238,11746.470000000001,1,1,2,112
276360,-367,8,762.8399999999999,2,4,4,244
276381,-76,16,934.62,4,4,4,444
276402,-267,155,13833.419999999998,3,2,1,321
276465,-343,83,8479.2,2,2,2,222
276486,-106,80,3370.9799999999996,4,2,3,423
276507,-371,123,6339.2699999999995,2,2,2,222
276528,-353,250,10439.91,2,1,2,212
276549,-326,23,4500.4800000000005,3,4,3,343
276570,-363,60,919.4399999999999,2,3,4,234
276591,-368,90,3861.12,2,2,3,223
276633,-3674,83,2856.4799999999996,1,2,3,123
276654,-373,609,22687.02,1,1,1,111
276696,-343,139,3888.7799999999997,2,2,3,223
276717,-325,34,2342.52,3,3,4,334
276738,-363,524,46840.68,2,1,1,211
276822,-344,22,1005.48,2,4,4,244
276843,-382,183,31863.899999999994,1,2,1,121
276864,-375,350,13892.34,1,1,1,111
276885,-122,2,591.84,4,4,4,444
276906,-350,153,12711.75,2,2,1,221
276927,-52,71,1832.2800000000004,4,3,4,434
276948,-378,4,949.3200000000002,1,4,4,144
276969,-371,56,2125.56,2,3,4,234
277032,-294,122,7431.179999999999,3,2,2,322
277053,-328,55,919.59,3,3,4,334
277074,-254,6,503.52,3,4,4,344
277116,-378,217,14754.66,1,1,1,111
277158,-379,435,27117.3,1,1,1,111
277179,-386,227,78119.76,1,1,1,111
277200,-370,89,7071.6,2,2,2,222
277263,-380,111,6885.5999999999985,1,2,2,122
277347,-374,16,2077.08,1,4,4,144
277368,-331,281,9582.539999999999,3,1,2,312
277389,-359,626,47557.079999999994,2,1,1,211
277410,-296,44,2934.0000000000005,3,3,3,333
277431,-379,108,9812.4,1,2,2,122
277452,-370,279,6460.74,2,1,2,212
277473,-333,171,12098.16,3,2,2,322
277536,-122,10,2775.0,4,4,3,443
277557,-267,6,2784.84,3,4,3,343
277578,-262,9,496.68,3,4,4,344
277620,-311,40,6754.5,3,3,2,332
277641,-149,129,6906.24,4,2,2,422
277683,-189,10,1353.36,4,4,4,444
277704,-329,208,17178.9,3,1,1,311
277725,-386,62,52076.4,1,3,1,131
277746,-116,31,863.4599999999999,4,4,4,444
277767,-188,18,2137.08,4,4,4,444
277788,-308,3,2232.0,3,4,4,344
277809,-164,20,1335.0600000000002,4,4,4,444
277830,-385,1188,22650.33,1,1,1,111
277872,-377,403,11000.91,1,1,2,112
277893,-315,80,4718.639999999999,3,2,3,323
277935,-177,113,8416.8,4,2,2,422
277956,-365,70,5996.400000000001,2,3,2,232
277998,-372,61,5732.159999999998,1,3,2,132
278019,-128,44,2738.1600000000003,4,3,3,433
278040,-293,130,5335.83,3,2,2,322
278082,-277,24,2073.6,3,4,4,344
278103,-186,115,4903.02,4,2,3,423
278124,-297,54,1009.3199999999999,3,3,4,334
278145,-339,31,3445.4999999999995,2,4,3,243
278166,-371,272,15558.179999999998,2,1,1,211
278187,-372,49,4104.0,1,3,3,133
278208,-265,50,3705.48,3,3,3,333
278229,-297,44,5330.789999999999,3,3,2,332
278313,-233,71,8531.28,4,3,2,432
278355,-380,26,3314.0400000000004,1,4,3,143
278376,-375,2,0.0,1,4,4,144
278418,-378,72,5621.1900000000005,1,3,2,132
278439,-328,172,2413.29,3,2,3,323
278460,-328,15,3714.9600000000005,3,4,3,343
278481,-121,17,7413.840000000001,4,4,2,442
278502,-126,22,1663.5600000000002,4,4,4,444
278523,-388,3238,59768.880000000005,1,1,1,111
278565,-336,178,17253.66,3,2,1,321
278586,-378,364,30965.760000000002,1,1,1,111
278607,-387,409,36504.39,1,1,1,111
278628,-372,846,25684.41,1,1,1,111
278649,-388,611,43118.4,1,1,1,111
278670,-23,2,4896.0,4,4,3,443
278691,-352,186,1785.7199999999998,2,2,4,224
278712,-358,30,2293.9199999999996,2,4,4,244
278733,-276,32,1155.06,3,4,4,344
278796,-326,58,4755.66,3,3,3,333
278817,-374,15,2039.8799999999999,1,4,4,144
278838,-349,91,4461.24,2,2,3,223
278859,-311,17,1090.5,3,4,4,344
278880,-267,163,6577.679999999999,3,2,2,322
278922,-371,71,8805.359999999999,2,3,2,232
278943,-330,14,779.6399999999999,3,4,4,344
278964,-59,26,1667.3999999999999,4,4,4,444
278985,-366,365,21926.069999999992,2,1,1,211
279111,-234,84,2998.0800000000004,4,2,3,423
279132,-351,61,4740.42,2,3,3,233
279174,-200,106,7141.32,4,2,2,422
279195,-30,20,1667.88,4,4,4,444
279216,-252,9,584.04,3,4,4,344
279237,-382,115,16927.199999999997,1,2,1,121
279258,-388,4,2983.68,1,4,3,143
279279,-121,9,1058.3999999999999,4,4,4,444
279300,-220,40,3086.64,4,3,3,433
279321,-286,157,4982.849999999999,3,2,3,323
279342,-234,2,528.0,4,4,4,444
279384,-38,41,2435.8799999999997,4,3,3,433
279405,-385,161,16547.52,1,2,1,121
279447,-269,2,124.32,3,4,4,344
279468,-367,101,10906.920000000002,2,2,2,222
279489,-382,210,11791.619999999999,1,1,2,112
279510,-361,140,9136.32,2,2,2,222
279531,-385,47,4385.4,1,3,3,133
279573,-367,149,12364.919999999998,2,2,2,222
279594,-388,121,6246.419999999999,1,2,2,122
279636,-352,167,47493.479999999996,2,2,1,221
279657,-323,242,18462.18,3,1,1,311
279678,-388,39,5005.5599999999995,1,3,3,133
279699,-384,922,87033.84,1,1,1,111
279720,-311,205,12491.519999999997,3,1,2,312
279741,-317,21,4398.48,3,4,3,343
279762,-372,47,1572.57,1,3,4,134
279783,-386,39,6166.319999999998,1,3,2,132
279804,-353,142,55981.08,2,2,1,221
279825,-308,22,5488.5,3,4,2,342
279867,-351,209,29591.879999999997,2,1,1,211
279888,-73,32,10437.6,4,4,2,442
279909,-358,32,5944.5599999999995,2,4,2,242
279930,-297,102,8925.480000000001,3,2,2,322
279972,-375,42,2911.14,1,3,3,133
280014,-307,517,28075.02,3,1,1,311
280056,-312,98,6348.299999999999,3,2,2,322
280098,-232,38,4040.58,4,3,3,433
280119,-189,102,6732.299999999999,4,2,2,422
280140,-344,259,86739.0,2,1,1,211
280161,-129,81,6236.340000000001,4,2,2,422
280203,-212,36,2783.46,4,3,3,433
280224,-322,226,20190.36,3,1,1,311
280245,-102,40,3231.3599999999997,4,3,3,433
280287,-319,14,2480.76,3,4,3,343
280308,-325,27,1898.4,3,4,4,344
280329,-379,31,1955.28,1,4,4,144
280350,-373,77,7700.37,1,3,2,132
280371,-323,31,3001.919999999999,3,4,3,343
280392,-329,46,3157.2000000000007,3,3,3,333
280434,-318,97,5869.44,3,2,2,322
280455,-267,62,5432.999999999998,3,3,2,332
280476,-309,80,6122.43,3,2,2,322
280497,-132,179,5047.26,4,2,3,423
280518,-121,57,3578.8799999999997,4,3,3,433
280539,-326,46,3645.4800000000005,3,3,3,333
280602,-380,325,25168.08,1,1,1,111
280623,-372,114,7905.720000000001,1,2,2,122
280644,-318,19,1079.34,3,4,4,344
280665,-356,247,17723.04,2,1,1,211
280686,-339,2,466.56000000000006,2,4,4,244
280728,-133,55,4846.38,4,3,3,433
280749,-24,28,2556.7200000000003,4,4,3,443
280770,-18,73,5751.12,4,3,2,432
280812,-300,42,2913.96,3,3,3,333
280833,-329,306,26829.719999999998,3,1,1,311
280875,-301,73,6414.0599999999995,3,3,2,332
280896,-290,100,7755.839999999999,3,2,2,322
280959,-363,188,4539.0599999999995,2,2,3,223
281001,-358,330,29204.04,2,1,1,211
281022,-109,29,1794.6,4,4,4,444
281064,-359,295,33410.76,2,1,1,211
281085,-60,68,4314.120000000001,4,3,3,433
281148,-258,66,5378.4,3,3,2,332
281169,-378,97,6313.259999999999,1,2,2,122
281190,-315,26,4512.48,3,4,3,343
281211,-186,1,247.68,4,4,4,444
281274,-388,297,20185.98,1,1,1,111
281295,-204,40,2395.44,4,3,4,434
281316,-360,84,11111.460000000001,2,2,2,222
281337,-317,73,12293.640000000001,3,3,2,332
281358,-197,49,3523.3199999999997,4,3,3,433
281442,-262,75,5011.440000000001,3,3,3,333
281463,-372,6,622.3199999999999,1,4,4,144
281484,-388,21,1829.28,1,4,4,144
281505,-315,53,4663.439999999999,3,3,3,333
281568,-388,926,225491.64,1,1,1,111
281610,-365,54,7934.64,2,3,2,232
281631,-282,35,1762.5,3,3,4,334
281694,-256,45,9692.159999999998,3,3,2,332
281736,-346,37,5763.719999999999,2,3,2,232
281757,-385,55,5238.300000000001,1,3,2,132
281778,-378,584,48363.39,1,1,1,111
281799,-326,30,1730.5200000000004,3,4,4,344
281820,-240,16,1325.52,4,4,4,444
281841,-349,202,15074.579999999998,2,1,1,211
281862,-325,247,21371.519999999997,3,1,1,311
281925,-281,152,13222.32,3,2,1,321
281946,-389,297,28073.52,1,1,1,111
281967,-370,56,4745.16,2,3,3,233
281988,-379,143,1742.1,1,2,4,124
282009,-379,126,7950.96,1,2,2,122
282030,-371,96,5493.900000000001,2,2,2,222
282051,-322,90,10432.92,3,2,2,322
282114,-315,20,4433.76,3,4,3,343
282135,-384,191,29608.079999999994,1,2,1,121
282156,-388,23,1526.5200000000002,1,4,4,144
282177,-375,328,27779.309999999998,1,1,1,111
282219,-134,108,2356.8599999999997,4,2,4,424
282261,-298,26,2461.6800000000003,3,4,3,343
282387,-366,112,8917.800000000001,2,2,2,222
282408,-373,373,28277.76,1,1,1,111
282429,-366,35,2178.6,2,3,4,234
282450,-363,134,16080.539999999997,2,2,1,221
282471,-363,859,23790.96,2,1,1,211
282492,-130,4,4885.200000000001,4,4,3,443
282513,-224,33,2896.0800000000004,4,3,3,433
282555,-365,89,8466.24,2,2,2,222
282576,-372,119,13165.980000000001,1,2,1,121
282618,-382,742,77879.94,1,1,1,111
282660,-360,33,1488.96,2,3,4,234
282681,-351,50,11119.680000000002,2,3,2,232
282702,-137,17,1214.28,4,4,4,444
282744,-331,77,5277.36,3,3,2,332
282786,-205,34,2556.6,4,3,3,433
282807,-379,194,8801.880000000001,1,1,2,112
282828,-388,584,45530.7,1,1,1,111
282870,-290,20,1368.0000000000002,3,4,4,344
282891,-388,509,20498.37,1,1,1,111
282933,-329,42,3506.0399999999995,3,3,3,333
282954,-153,125,1785.5400000000002,4,2,4,424
282975,-198,164,11351.399999999998,4,2,2,422
282996,-211,106,9411.84,4,2,2,422
283017,-352,153,11796.119999999999,2,2,2,222
283059,-189,30,2497.0199999999995,4,4,3,443
283101,-344,207,14303.399999999998,2,1,1,211
283122,-157,21,1471.9199999999998,4,4,4,444
283143,-324,18,968.76,3,4,4,344
283164,-148,15,2320.3199999999997,4,4,4,444
283185,-156,46,3769.08,4,3,3,433
283206,-311,135,9078.839999999998,3,2,2,322
283227,-332,67,4704.48,3,3,3,333
283248,-3674,817,72378.33,1,1,1,111
283269,-284,26,3655.68,3,4,3,343
283311,-338,165,9615.660000000002,3,2,2,322
283374,-78,36,2623.5600000000004,4,3,3,433
283395,-382,92,16135.799999999997,1,2,1,121
283416,-379,69,5365.079999999999,1,3,2,132
283437,-107,37,2845.32,4,3,3,433
283479,-372,81,9285.719999999998,1,2,2,122
283500,-366,128,9536.1,2,2,2,222
283542,-373,35,2344.2000000000007,1,3,4,134
283563,-318,34,1798.8,3,3,4,334
283584,-325,40,2235.7200000000003,3,3,4,334
283626,-73,52,3807.12,4,3,3,433
283647,-386,313,19920.48,1,1,1,111
283668,-146,24,919.86,4,4,4,444
283689,-381,86,7972.08,1,2,2,122
283710,-388,222,14357.759999999998,1,1,1,111
283752,-129,28,1960.6799999999998,4,4,4,444
283773,-263,20,1701.1799999999998,3,4,4,344
283794,-316,7,1096.56,3,4,4,344
283815,-317,117,7313.399999999999,3,2,2,322
283836,-368,84,11238.24,2,2,2,222
283857,-330,272,17102.4,3,1,1,311
283878,-304,74,5301.119999999999,3,3,2,332
283899,-311,16,1017.3599999999999,3,4,4,344
283941,-388,840,8858.52,1,1,2,112
283962,-359,9,981.24,2,4,4,244
283983,-356,336,32184.18,2,1,1,211
284004,-349,53,5520.960000000001,2,3,2,232
284025,-375,12,5226.4800000000005,1,4,3,143
284067,-356,431,18225.81,2,1,1,211
284109,-311,29,2489.04,3,4,3,343
284151,-184,41,3721.11,4,3,3,433
284172,-356,126,1683.1200000000003,2,2,4,224
284193,-207,148,2190.48,4,2,4,424
284214,-387,577,47163.65999999999,1,1,1,111
284256,-388,343,26981.46,1,1,1,111
284298,-346,50,10612.320000000002,2,3,2,232
284319,-304,71,5029.62,3,3,3,333
284424,-350,169,2356.5,2,2,4,224
284466,-377,189,5069.28,1,2,3,123
284508,-293,239,5283.6,3,1,2,312
284529,-364,98,7319.519999999999,2,2,2,222
284571,-70,8,760.6800000000001,4,4,4,444
284592,-323,214,30638.160000000003,3,1,1,311
284655,-316,262,33602.01,3,1,1,311
284697,-361,67,4806.12,2,3,3,233
284718,-384,333,4752.75,1,1,3,113
284760,-382,64,1408.1999999999998,1,3,4,134
284781,-174,28,1176.48,4,4,4,444
284802,-308,160,14642.82,3,2,1,321
284823,-305,96,6420.66,3,2,2,322
284844,-245,161,14131.5,4,2,1,421
284865,-370,74,1967.9399999999998,2,3,4,234
284886,-349,341,7070.460000000001,2,1,2,212
284928,-216,83,1506.2400000000002,4,2,4,424
284949,-3674,165,3038.0699999999997,1,2,3,123
284970,-146,53,1906.68,4,3,4,434
284991,-377,664,16896.239999999998,1,1,1,111
285012,-184,63,11192.009999999998,4,3,2,432
285033,-339,50,2414.82,2,3,3,233
285075,-366,89,5940.959999999999,2,2,2,222
285096,-379,247,54335.45999999999,1,1,1,111
285117,-364,159,13385.699999999997,2,2,1,221
285159,-375,42,3484.3799999999997,1,3,3,133
285201,-80,20,978.4199999999998,4,4,4,444
285243,-234,96,5931.419999999999,4,2,2,422
285264,-83,46,1098.4199999999996,4,3,4,434
285327,-326,16,5906.879999999999,3,4,2,342
285348,-374,332,19642.68,1,1,1,111
285369,-375,42,3147.6000000000004,1,3,3,133
285390,-378,172,16337.160000000003,1,2,1,121
285411,-325,110,8857.139999999998,3,2,2,322
285432,-354,32,2056.08,2,4,4,244
285453,-281,249,16498.41,3,1,1,311
285474,-337,50,3188.2799999999997,3,3,3,333
285516,-384,322,5651.1,1,1,2,112
285558,-342,80,1493.6999999999998,2,2,4,224
285579,-388,481,41799.87,1,1,1,111
285600,-77,38,1820.58,4,3,4,434
285621,-344,191,5570.85,2,2,2,222
285642,-325,42,3209.04,3,3,3,333
285663,-363,51,1249.7400000000002,2,3,4,234
285726,-360,84,2281.38,2,2,4,224
285747,-349,189,5425.59,2,2,2,222
285810,-377,443,9108.330000000002,1,1,2,112
285831,-300,144,9354.9,3,2,2,322
285894,-365,387,12952.289999999997,2,1,1,211
285915,-71,45,3382.9200000000005,4,3,3,433
285957,-349,83,4396.26,2,2,3,223
285978,-216,26,1478.4,4,4,4,444
286041,-273,36,1635.2399999999998,3,3,4,334
286083,-359,159,6153.42,2,2,2,222
286146,-137,37,2066.04,4,3,4,434
286167,-330,178,13150.8,3,2,1,321
286209,-366,114,62379.72,2,2,1,221
286230,-384,140,16769.52,1,2,1,121
286251,-290,19,22122.39,3,4,1,341
286272,-365,284,16986.84,2,1,1,211
286314,-356,361,12656.13,2,1,1,211
286335,-322,119,8445.96,3,2,2,322
286356,-353,122,7634.88,2,2,2,222
286377,-337,197,6516.719999999999,3,1,2,312
286398,-374,16,1016.76,1,4,4,144
286419,-315,79,8501.519999999999,3,3,2,332
286482,-174,130,2842.68,4,2,3,423
286503,-358,54,4138.8,2,3,3,233
286524,-373,285,21373.379999999997,1,1,1,111
286545,-269,9,1846.0800000000002,3,4,4,344
286587,-380,150,12614.64,1,2,2,122
286629,-133,46,2874.4800000000005,4,3,3,433
286650,-373,187,14837.039999999999,1,2,1,121
286671,-354,12,781.56,2,4,4,244
286692,-344,122,8797.14,2,2,2,222
286734,-346,319,21592.019999999997,2,1,1,211
286755,-275,108,7473.599999999999,3,2,2,322
286776,-225,97,3133.14,4,2,3,423
286797,-379,31,2888.88,1,4,3,143
286818,-380,210,20779.92,1,1,1,111
286839,-184,204,12633.96,4,1,2,412
286902,-304,104,7269.54,3,2,2,322
286923,-210,25,1529.1,4,4,4,444
286986,-329,23,682.0800000000002,3,4,4,344
287007,-240,171,2491.59,4,2,3,423
287028,-387,909,50910.3,1,1,1,111
287049,-339,18,1819.1999999999998,2,4,4,244
287070,-314,46,2614.3200000000006,3,3,3,333
287112,-88,12,1545.84,4,4,4,444
287133,-371,124,3120.3599999999997,2,2,3,223
287175,-238,50,4041.3599999999997,4,3,3,433
287238,-238,32,1965.84,4,4,4,444
287280,-388,375,30184.05,1,1,1,111
287301,-372,110,6628.98,1,2,2,122
287322,-202,6,492.96000000000004,4,4,4,444
287364,-104,57,538.74,4,3,4,434
287385,-387,77,25917.539999999997,1,3,1,131
